date,channel,spend,cpm,impressions,clicks,conversions,est_reach,dow,is_weekend
2024-01-01,Display,17034.60016344737,9.0,1892733.3514941519,35378.406488482484,16.730102155774535,181040.46493184843,0,0
2024-01-02,Display,12958.564783030564,9.0,1439840.5314478404,28533.90766379182,12.09742499784014,141685.1034450165,1,0
2024-01-03,Display,15738.229634509213,9.0,1748692.181612135,36805.4141998447,19.130171991825325,168773.9804520017,2,0
2024-01-04,Display,18866.248209359816,9.0,2096249.8010399796,44912.799798626846,15.675562188633476,197984.93767508608,3,0
2024-01-05,Display,12580.800920230784,9.0,1397866.7689145317,28388.347169173863,24.0409213275926,137918.98612999267,4,0
2024-01-06,Display,11968.148989150546,9.0,1329794.3321278386,25251.314729510006,21.48401952463156,131767.29349110668,5,1
2024-01-07,Display,14120.2982498432,9.0,1568922.0277603553,26926.452994751915,16.383498769264435,153139.0657045119,6,1
2024-01-08,Display,14278.64638207079,9.0,1586516.2646745322,32033.401923456877,17.64980377787943,154685.44726179886,0,0
2024-01-09,Display,13111.966297064253,9.0,1456885.1441182503,24127.037332872245,17.64847766492485,143208.58286402634,1,0
2024-01-10,Display,15974.560478431587,9.0,1774951.1642701763,37508.92975606327,12.8794527681595,171027.33809207895,2,0
2024-01-11,Display,17462.076032376863,9.0,1940230.6702640958,34321.95088735048,22.517220372992302,185035.21806343534,3,0
2024-01-12,Display,16037.590497487572,9.0,1781954.4997208414,37815.35390344685,18.527241986269434,171627.0159257703,4,0
2024-01-13,Display,9319.322907428008,9.0,1035480.3230475563,19776.977610700353,19.952602643555323,104534.6878865746,5,1
2024-01-14,Display,9833.739870160909,9.0,1092637.763351212,19795.427819305412,18.677535300119484,109905.25649466581,6,1
2024-01-15,Display,15307.028022698709,9.0,1700780.8914109676,41051.29050991941,9.796147103589536,164642.70312145175,0,0
2024-01-16,Display,23039.79033496997,9.0,2559976.703885552,53356.26653755348,11.646796393862184,234959.94102631934,1,0
2024-01-17,Display,16518.681416103584,9.0,1835409.0462337316,31438.111186747632,22.772995974243177,176186.25012095823,2,0
2024-01-18,Display,14052.86943227565,9.0,1561429.9369195167,26785.307774017496,25.063439112308604,152479.50108915442,3,0
2024-01-19,Display,13555.0740117684,9.0,1506119.3346409334,29855.041469222328,20.499275190697738,147590.31591792262,4,0
2024-01-20,Display,16338.808072368927,9.0,1815423.119152103,33779.09713993078,23.183487529787897,174485.32181600365,5,1
2024-01-21,Display,14241.777553372896,9.0,1582419.728152544,30947.084714780533,23.269868390402387,154325.71288728976,6,1
2024-01-22,Display,11227.434819376118,9.0,1247492.7577084575,21482.06270923401,21.744443338948045,124256.65155305226,0,0
2024-01-23,Display,12886.032926985095,9.0,1431781.4363316773,25755.525950168078,18.34352649500471,140963.5901738909,1,0
2024-01-24,Display,14928.689220364917,9.0,1658743.246707213,29252.007561552844,17.97283572490776,160996.64255454578,2,0
2024-01-25,Display,12101.213310542,9.0,1344579.256726889,26418.3469407462,19.157233363902826,133108.03592730837,3,0
2024-01-26,Display,12153.252519173633,9.0,1350361.3910192926,26865.131750883207,18.476451449495322,133631.6770780918,4,0
2024-01-27,Display,19641.81116990048,9.0,2182423.4633222753,36674.36098555977,17.600695398442767,205025.62396074933,5,1
2024-01-28,Display,16246.177544923468,9.0,1805130.8383248297,33387.024354275,26.081006146780663,173607.65844161902,6,1
2024-01-29,Display,8404.72692591332,9.0,933858.5473237023,16137.835219081491,5.9812969879853135,94887.10236731585,0,0
2024-01-30,Display,10108.2393731068,9.0,1123137.7081229778,23487.682682914616,17.665110619766953,112754.7740910715,1,0
2024-01-31,Display,10507.957902791819,9.0,1167550.87808798,27380.07365663499,16.362644401928808,116884.00954803026,2,0
2024-02-01,Display,21168.628925629815,9.0,2352069.880625535,45411.19830408055,22.99231277225798,218657.95378347227,3,0
2024-02-02,Display,18306.14908856044,9.0,2034016.5653956044,40241.41935550721,26.120732727702652,192850.9935512303,4,0
2024-02-03,Display,12560.090365793149,9.0,1395565.596199239,26811.887545243404,15.138462662873486,137711.91742601592,5,1
2024-02-04,Display,17817.701712644208,9.0,1979744.6347382453,33308.152421655475,22.316871914087915,188339.78832578997,6,1
2024-02-05,Display,12555.614595741903,9.0,1395068.288415767,27753.2783895,13.411906048124253,137667.15954648983,0,0
2024-02-06,Display,12735.055549815672,9.0,1415006.1722017413,28259.721875367577,16.65905225964394,139459.31070541596,1,0
2024-02-07,Display,19504.552208114794,9.0,2167172.4675683104,41158.9628259047,10.691111452480888,203785.30221564043,2,0
2024-02-08,Display,19289.077662025986,9.0,2143230.8513362203,43872.413224801996,17.922711609939718,201833.22900875236,3,0
2024-02-09,Display,18890.774790967123,9.0,2098974.976774125,39440.09145542536,18.444320400472588,198208.80379239147,4,0
2024-02-10,Display,20610.166168084437,9.0,2290018.463120493,49275.60253546677,20.57746825959058,213706.50648093145,5,1
2024-02-11,Display,20974.44984989774,9.0,2330494.4277664158,44660.54374095902,16.49350049334715,216940.84923927847,6,1
2024-02-12,Display,10143.454604761439,9.0,1127050.5116401599,21566.27642254613,23.70639470064576,113119.51847049654,0,0
2024-02-13,Display,24650.099262186974,9.0,2738899.9180207746,54551.36123766519,21.50766498165092,248640.85742423168,1,0
2024-02-14,Display,19093.15069470923,9.0,2121461.188301026,47239.10384729697,10.396148330766607,200052.96381021652,2,0
2024-02-15,Display,10417.020716655205,9.0,1157446.7462950225,24551.455848612095,15.244890710450328,115946.68974696251,3,0
2024-02-16,Display,14306.616988338792,9.0,1589624.1098154215,29829.309804323588,22.719250671102074,154958.23264939894,4,0
2024-02-17,Display,14858.869865906818,9.0,1650985.540656313,37022.076982373335,19.273990589066546,160321.61114533132,5,1
2024-02-18,Display,12081.357279741327,9.0,1342373.0310823696,27641.513301975374,13.189971710934472,132908.1321416054,6,1
2024-02-19,Display,16941.221326759212,9.0,1882357.925195468,34565.78987453528,19.825169045974434,180164.5542105778,0,0
2024-02-20,Display,17626.162047783717,9.0,1958462.4497537464,36545.37367178196,19.775399768460915,186562.05918046518,1,0
2024-02-21,Display,17331.787358314486,9.0,1925754.1509238316,32142.675979311593,15.851058709961151,183820.28533406608,2,0
2024-02-22,Display,8771.396499315033,9.0,974599.6110350037,20126.109682028204,16.44184321044723,98770.21672819865,3,0
2024-02-23,Display,13370.639147128817,9.0,1485626.571903202,28505.963766288234,18.622909295518713,145769.91239627977,4,0
2024-02-24,Display,18995.551406495066,9.0,2110616.8229438965,40421.02271096221,26.626710291595856,199164.25866750142,5,1
2024-02-25,Display,14869.93167229957,9.0,1652214.6302555078,34149.65735902795,25.741602006744444,160428.60491381443,6,1
2024-02-26,Display,13008.761418743185,9.0,1445417.9354159094,26835.89210474085,14.974433402606389,142183.99389037208,0,0
2024-02-27,Display,12702.042410683553,9.0,1411338.0456315058,26861.080938964908,18.632089384956046,139129.9433966639,1,0
2024-02-28,Display,19456.474775430317,9.0,2161830.5306033683,53620.58784665664,17.457922838179684,203350.27525302273,2,0
2024-02-29,Display,20183.096216390728,9.0,2242566.2462656363,47283.265973163674,19.33186418127291,209892.97210626025,3,0
2024-03-01,Display,23112.205212395475,9.0,2568022.801377275,49779.69297729158,22.1916789978845,235582.02316529877,4,0
2024-03-02,Display,19481.42485846816,9.0,2164602.7620520177,37431.82340017966,18.142131261599097,203576.07291260967,5,1
2024-03-03,Display,12884.705134737269,9.0,1431633.9038596966,25466.160182565985,22.052360193908765,140950.37486533428,6,1
2024-03-04,Display,14691.933081027866,9.0,1632437.009003096,36296.57031104062,19.87469654575769,158704.86108351275,0,0
2024-03-05,Display,9634.59336705732,9.0,1070510.37411748,21684.481692614096,13.043641948561195,107830.8782199337,1,0
2024-03-06,Display,14986.49047841037,9.0,1665165.6087122634,29445.574088665082,25.212312191549046,161554.96507514012,2,0
2024-03-07,Display,17147.185430085596,9.0,1905242.8255650662,43437.08032324322,23.411315411623633,182094.96579013806,3,0
2024-03-08,Display,21509.864261869683,9.0,2389984.9179855203,48745.70593487526,17.780294323241122,221663.81716336633,4,0
2024-03-09,Display,11164.527880505979,9.0,1240503.0978339976,24654.93935616732,9.838131253103356,123615.08233904687,5,1
2024-03-10,Display,14352.647625221927,9.0,1594738.6250246586,35407.44948324465,21.680202861064327,155406.9099531998,6,1
2024-03-11,Display,13610.196254677103,9.0,1512244.0282974557,32578.874099594726,5.081361058515181,148133.44120251277,0,0
2024-03-12,Display,18736.000572926776,9.0,2081777.8414363083,39579.77380094912,12.800172287466436,196794.77392741106,1,0
2024-03-13,Display,14263.688065931332,9.0,1584854.2295479258,31470.12947331184,17.995942740457046,154539.51995144528,2,0
2024-03-14,Display,19155.685562765688,9.0,2128409.506973965,38141.498816174186,22.704174219468616,200621.72635331136,3,0
2024-03-15,Display,18939.953985028544,9.0,2104439.331669838,46741.81114439231,25.215610365671285,198657.44749396734,4,0
2024-03-16,Display,14084.412617660068,9.0,1564934.735295563,35002.48493494415,23.987198924985815,152788.12523232636,5,1
2024-03-17,Display,11823.89494380627,9.0,1313766.1048673633,24143.81490199956,7.963104905646091,130310.89046164401,6,1
2024-03-18,Display,18834.63912003615,9.0,2092737.6800040165,52066.277181333666,26.06753111027757,197696.30904827957,0,0
2024-03-19,Display,10861.540060440859,9.0,1206837.7844934287,24570.961807511354,22.965275210026718,120516.82048016977,1,0
2024-03-20,Display,9026.27349925624,9.0,1002919.2776951378,20941.906765979154,15.709371192605067,101457.33119389707,2,0
2024-03-21,Display,21560.912786951023,9.0,2395656.9763278915,41953.400251631996,17.609649732581346,222112.21920619116,3,0
2024-03-22,Display,14305.171279208595,9.0,1589463.4754676218,31376.578988180576,18.377091491425627,154944.135965988,4,0
2024-03-23,Display,21106.487336732018,9.0,2345165.2596368906,46027.572194050495,20.285513771644904,218108.9663685187,5,1
2024-03-24,Display,19603.758721774844,9.0,2178195.4135305383,39060.12401740254,28.225711918181922,204682.0145760978,6,1
2024-03-25,Display,19635.34940703914,9.0,2181705.4896710156,48395.94435548842,22.847840745205275,204967.2882708528,0,0
2024-03-26,Display,12052.539523095189,9.0,1339171.0581216875,23217.923876388893,8.977202778112296,132617.90273029954,1,0
2024-03-27,Display,16206.366773235051,9.0,1800707.419248339,33608.07751175873,23.372427950489566,173230.09510147542,2,0
2024-03-28,Display,15038.822324412677,9.0,1670980.2582680753,29035.500272685727,13.674229717449574,162060.05472263903,3,0
2024-03-29,Display,17249.732737485767,9.0,1916636.9708317518,44200.526693437845,24.771536274676848,183053.95749713818,4,0
2024-03-30,Display,18560.828007904965,9.0,2062314.2231005519,35824.064702869066,8.844732318688616,195190.56481158215,5,1
2024-03-31,Display,15687.599699171833,9.0,1743066.6332413147,35504.11970012587,21.882883237990082,168290.23492244835,6,1
2024-04-01,Display,20516.888728101032,9.0,2279654.303122337,45531.4891161118,17.792196385653924,212875.58947399288,0,0
2024-04-02,Display,12174.682986201813,9.0,1352742.5540224237,28865.284840551445,14.589744791204291,133847.20536117465,1,0
2024-04-03,Display,18735.178821771813,9.0,2081686.5357524238,39252.56863110429,13.802453441994976,196787.2579020978,2,0
2024-04-04,Display,16904.384086086087,9.0,1878264.8984540096,40379.17169418068,24.372744522695378,179818.6890009959,3,0
2024-04-05,Display,14373.293573300956,9.0,1597032.6192556617,33500.09580570953,17.452000123679746,155608.0566041968,4,0
2024-04-06,Display,15079.768412760232,9.0,1675529.823640026,35941.15309755922,27.078243525661392,162454.98665908843,5,1
2024-04-07,Display,12823.03706323229,9.0,1424781.895914699,31391.811945162288,25.97600437607553,140336.3228633687,6,1
2024-04-08,Display,13359.531373787211,9.0,1484392.3748652458,32469.09110103188,16.474914720711606,145660.12187164894,0,0
2024-04-09,Display,20782.912322129534,9.0,2309212.4802366146,56558.2238538829,30.16714629993549,215242.37873497177,1,0
2024-04-10,Display,20540.737803957232,9.0,2282304.2004396925,41243.41469297207,19.939413816834684,213088.14398238613,2,0
2024-04-11,Display,13604.22458973355,9.0,1511580.5099703947,34193.53403875217,26.73594576503126,148074.62264119327,3,0
2024-04-12,Display,4229.016700193815,9.0,469890.74446597946,9559.396028700947,20.946917237898298,49183.70538412305,4,0
2024-04-13,Display,14150.704155369274,9.0,1572300.4617076972,33918.31672282227,23.14629021435413,153436.27532758116,5,1
2024-04-14,Display,13016.052459951394,9.0,1446228.0511057104,32483.302985812243,12.902619336699892,142256.4274461056,6,1
2024-04-15,Display,16608.061876239648,9.0,1845340.208471072,40254.13217024072,20.230816215884545,177029.81241777155,0,0
2024-04-16,Display,12269.988970390747,9.0,1363332.107821194,27303.30387480087,23.86873813682989,134804.89918039198,1,0
2024-04-17,Display,14323.200324035153,9.0,1591466.7026705726,42832.638453911524,19.895231136451603,155119.9108125374,2,0
2024-04-18,Display,18197.901281708324,9.0,2021989.0313009247,43248.03009548815,16.203971119984654,191853.98121856572,3,0
2024-04-19,Display,11016.0242694492,9.0,1224002.6966054668,26039.123056344662,16.26636924580364,122098.22355684939,4,0
2024-04-20,Display,19274.54460423392,9.0,2141616.067137102,50432.17369302672,20.466568100243638,201701.34917609408,5,1
2024-04-21,Display,21057.658835510407,9.0,2339739.8706122674,47116.080120767016,27.086549023477648,217677.24704371477,6,1
2024-04-22,Display,14029.10634860971,9.0,1558789.5942899678,33664.95339677447,16.29395304805763,152246.90595969692,0,0
2024-04-23,Display,16536.81996348192,9.0,1837424.4403868802,36579.14145339824,22.43688589116511,176357.52769564802,1,0
2024-04-24,Display,13366.926110363087,9.0,1485214.012262565,31852.99256945387,16.987821726491894,145733.21426870063,2,0
2024-04-25,Display,17999.782132282686,9.0,1999975.792475854,34205.03870291743,15.20087218449846,190025.1697994088,3,0
2024-04-26,Display,18753.922847126778,9.0,2083769.2052363085,31017.75088504632,23.257544107380955,196958.67516681345,4,0
2024-04-27,Display,14077.265669512693,9.0,1564140.629945855,29802.154040445777,28.773504630995554,152718.21053916935,5,1
2024-04-28,Display,12403.42132547304,9.0,1378157.9250525602,24643.85428243327,17.89898390949901,136143.4974038342,6,1
2024-04-29,Display,15799.487355891335,9.0,1755498.5950990373,33119.20588495325,17.696088630380665,169358.79678188617,0,0
2024-04-30,Display,18356.393677785432,9.0,2039599.2975317147,39597.91366702289,20.728936433651988,193313.2399824633,1,0
2024-05-01,Display,15632.45501987523,9.0,1736939.4466528033,37362.25834451968,14.347856185743504,167762.9504545071,2,0
2024-05-02,Display,14219.561785227976,9.0,1579951.309469775,32128.64597547868,10.221919331563594,154108.85798099404,3,0
2024-05-03,Display,18752.18369266117,9.0,2083575.965851241,40043.251307852326,26.67069869065607,196942.77225994162,4,0
2024-05-04,Display,13459.446420170307,9.0,1495494.0466855897,27948.829646120994,17.957134435978276,146647.06069300656,5,1
2024-05-05,Display,14900.978411404023,9.0,1655664.2679337803,35763.465143041634,15.892079469192602,160728.8088277874,6,1
2024-05-06,Display,13891.948807390649,9.0,1543549.86748785,34013.24206042861,17.05259482389106,150902.83462710708,0,0
2024-05-07,Display,8246.03349692723,9.0,916225.9441030256,17849.99811064969,12.296848774577812,93200.11559200926,1,0
2024-05-08,Display,22343.802953327227,9.0,2482644.772591914,44854.260476375246,23.835471228044955,228947.74329137098,2,0
2024-05-09,Display,17330.894586960192,9.0,1925654.9541066878,38202.30358673336,21.59245420393627,183811.9524141076,3,0
2024-05-10,Display,15837.14592798435,9.0,1759682.8808871498,36050.47951799064,20.618934605431033,169718.05956894308,4,0
2024-05-11,Display,14929.842163327885,9.0,1658871.351480876,33501.97695892183,24.605679416652315,161007.78378985362,5,1
2024-05-12,Display,16619.70954252728,9.0,1846634.393614142,41907.18944748006,23.615023055791067,177139.66153781378,6,1
